model_conditions,model_usage,covariate,Deriv,type1,type2,stat,year,prop,soil,depth_int,depth,top_depth,bot_depth
0,0,crosc_890m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_890m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_890m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_890m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_890m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_890m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_890m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_930m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_930m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_930m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_930m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_930m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_930m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_930m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_930m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_930m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_93m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_93m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_93m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_93m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_93m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_93m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_93m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_93m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_93m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_970m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_970m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_970m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_970m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_970m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_970m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_970m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_970m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_970m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,crosc_99m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_99m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_99m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_99m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_99m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_99m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_99m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_99m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_99m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,3,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,buf_pH_30_60,buf_pH,30_60,30-60,30,60
0,73,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,CCE_30_60,CCE,30_60,30-60,30,60
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,CEC_150_200,CEC,150_200,150-200,150,200
0,1,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,cf_30_60,cf,30_60,30-60,30,60
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_15_30,sand,15_30,15-30,15,30
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,crosc_9m,Terrain,cross-sectional curvature,curvature,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,12,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,buf_pH_30_60,buf_pH,30_60,30-60,30,60
0,25,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,buf_pH_5_15,buf_pH,5_15,`5-15,5,15
0,73,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,buf_pH_60_100,buf_pH,60_100,60-100,60,100
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,Ca_60_100,Ca,60_100,60-100,60,100
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,CCE_30_60,CCE,30_60,30-60,30,60
0,3,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,CEC_100_150,CEC,100_150,100-150,100,150
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,20,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,K_0_5,K,0_5,0-5,0,5
0,2,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,Mg_100_150,Mg,100_150,100-150,100,150
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,Mg_30_60,Mg,30_60,30-60,30,60
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,Na_0_5,Na,0_5,0-5,0,5
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,Na_5_15,Na,5_15,`5-15,5,15
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,P_Bray_100_150,Bray P,100_150,100-150,100,150
0,26,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,P_Bray_5_15,Bray P,5_15,`5-15,5,15
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,P_Olsen_100_150,Olsen P,100_150,100-150,100,150
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,37,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,pH_60_100,pH,60_100,60-100,60,100
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,CS_30m,Terrain,catchment slope gradient,wetness indices,,2006-2009,TOC_30_60,TOC,30_60,30-60,30,60
0,3,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Ca_0_5,Ca,0_5,0-5,0,5
6,8,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,CCE_0_5,CCE,0_5,0-5,0,5
3,8,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,CCE_100_150,CCE,100_150,100-150,100,150
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,CCE_150_200,CCE,150_200,150-200,150,200
0,21,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,CCE_60_100,CCE,60_100,60-100,60,100
0,6,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,CEC_0_5,CEC,0_5,0-5,0,5
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,CEC_150_200,CEC,150_200,150-200,150,200
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Mg_0_5,Mg,0_5,0-5,0,5
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Na_5_15,Na,5_15,`5-15,5,15
0,49,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Na_60_100,Na,60_100,60-100,60,100
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,15,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Stock_30_60,Cstock,30_60,30-60,30,60
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,8,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Total N_0_5,Total N,0_5,0-5,0,5
0,0,CS_3m_v2,Terrain,catchment slope gradient,wetness indices,,2006-2009,Total N_15_30,Total N,15_30,15-30,15,30
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,clay_100_150,clay,100_150,100-150,100,150
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,EC_0_5,EC,0_5,0-5,0,5
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,Na_100_150,Na,100_150,100-150,100,150
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,pH_0_5,pH,0_5,0-5,0,5
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,pH_150_200,pH,150_200,150-200,150,200
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,sand_150_200,sand,150_200,150-200,150,200
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,silt_150_200,silt,150_200,150-200,150,200
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,TOC_30_60,TOC,30_60,30-60,30,60
0,5,HDCN_strahl3_d,Terrain,horizontal distance to channel,channel proximity,,2006-2009,Total N_15_30,Total N,15_30,15-30,15,30
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,clay_100_150,clay,100_150,100-150,100,150
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,EC_0_5,EC,0_5,0-5,0,5
0,36,max_blue,Imagery,max blue band,blue,max,2004-2019,EC_15_30,EC,15_30,15-30,15,30
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,Na_100_150,Na,100_150,100-150,100,150
10,0,max_blue,Imagery,max blue band,blue,max,2004-2019,Na_60_100,Na,60_100,60-100,60,100
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,P_Olsen_15_30,Olsen P,15_30,15-30,15,30
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,pH_150_200,pH,150_200,150-200,150,200
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,pH_5_15,pH,5_15,`5-15,5,15
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,sand_150_200,sand,150_200,150-200,150,200
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,sand_30_60,sand,30_60,30-60,30,60
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,silt_150_200,silt,150_200,150-200,150,200
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,silt_60_100,silt,60_100,60-100,60,100
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,Stock_60_100,Cstock,60_100,60-100,60,100
0,15,max_blue,Imagery,max blue band,blue,max,2004-2019,TOC_30_60,TOC,30_60,30-60,30,60
0,0,max_blue,Imagery,max blue band,blue,max,2004-2019,TOC_5_15,TOC,5_15,`5-15,5,15
0,5,max_blue,Imagery,max blue band,blue,max,2004-2019,Total N_15_30,Total N,15_30,15-30,15,30
0,0,max_green,Imagery,max green band,green,max,2004-2019,CCE_100_150,CCE,100_150,100-150,100,150
0,2,max_green,Imagery,max green band,green,max,2004-2019,CCE_150_200,CCE,150_200,150-200,150,200
0,0,max_green,Imagery,max green band,green,max,2004-2019,CEC_150_200,CEC,150_200,150-200,150,200
0,0,max_green,Imagery,max green band,green,max,2004-2019,clay_100_150,clay,100_150,100-150,100,150
0,0,max_green,Imagery,max green band,green,max,2004-2019,EC_0_5,EC,0_5,0-5,0,5
0,0,max_green,Imagery,max green band,green,max,2004-2019,K_30_60,K,30_60,30-60,30,60
0,0,max_green,Imagery,max green band,green,max,2004-2019,Na_0_5,Na,0_5,0-5,0,5
0,0,max_green,Imagery,max green band,green,max,2004-2019,Na_100_150,Na,100_150,100-150,100,150
0,0,max_green,Imagery,max green band,green,max,2004-2019,P_Olsen_5_15,Olsen P,5_15,`5-15,5,15
0,0,max_green,Imagery,max green band,green,max,2004-2019,pH_150_200,pH,150_200,150-200,150,200
0,0,max_green,Imagery,max green band,green,max,2004-2019,sand_150_200,sand,150_200,150-200,150,200
0,0,max_green,Imagery,max green band,green,max,2004-2019,sand_60_100,sand,60_100,60-100,60,100
0,0,max_green,Imagery,max green band,green,max,2004-2019,silt_150_200,silt,150_200,150-200,150,200
0,0,max_green,Imagery,max green band,green,max,2004-2019,silt_5_15,silt,5_15,`5-15,5,15
0,0,max_green,Imagery,max green band,green,max,2004-2019,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,max_green,Imagery,max green band,green,max,2004-2019,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,max_green,Imagery,max green band,green,max,2004-2019,Stock_60_100,Cstock,60_100,60-100,60,100
0,35,max_green,Imagery,max green band,green,max,2004-2019,Total N_30_60,Total N,30_60,30-60,30,60
0,5,max_IR,Imagery,max infrared band,infrared,max,2010-2019,buf_pH_30_60,buf_pH,30_60,30-60,30,60
0,2,max_IR,Imagery,max infrared band,infrared,max,2010-2019,buf_pH_5_15,buf_pH,5_15,`5-15,5,15
0,5,max_IR,Imagery,max infrared band,infrared,max,2010-2019,Ca_60_100,Ca,60_100,60-100,60,100
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,CEC_60_100,CEC,60_100,60-100,60,100
0,14,max_IR,Imagery,max infrared band,infrared,max,2010-2019,cf_15_30,cf,15_30,15-30,15,30
0,10,max_IR,Imagery,max infrared band,infrared,max,2010-2019,cf_150_200,cf,150_200,150-200,150,200
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,clay_100_150,clay,100_150,100-150,100,150
0,6,max_IR,Imagery,max infrared band,infrared,max,2010-2019,clay_30_60,clay,30_60,30-60,30,60
5,5,max_IR,Imagery,max infrared band,infrared,max,2010-2019,clay_60_100,clay,60_100,60-100,60,100
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,EC_0_5,EC,0_5,0-5,0,5
0,5,max_IR,Imagery,max infrared band,infrared,max,2010-2019,K_5_15,K,5_15,`5-15,5,15
0,8,max_IR,Imagery,max infrared band,infrared,max,2010-2019,Mg_100_150,Mg,100_150,100-150,100,150
0,5,max_IR,Imagery,max infrared band,infrared,max,2010-2019,Mg_5_15,Mg,5_15,`5-15,5,15
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,Na_100_150,Na,100_150,100-150,100,150
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,P_Bray_100_150,Bray P,100_150,100-150,100,150
0,2,max_IR,Imagery,max infrared band,infrared,max,2010-2019,P_Olsen_30_60,Olsen P,30_60,30-60,30,60
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,pH_150_200,pH,150_200,150-200,150,200
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,sand_150_200,sand,150_200,150-200,150,200
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,silt_150_200,silt,150_200,150-200,150,200
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,Stock_100_150,Cstock,100_150,100-150,100,150
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,Stock_150_200,Cstock,150_200,150-200,150,200
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,Stock_60_100,Cstock,60_100,60-100,60,100
0,0,max_IR,Imagery,max infrared band,infrared,max,2010-2019,TOC_5_15,TOC,5_15,`5-15,5,15
0,10,max_IR,Imagery,max infrared band,infrared,max,2010-2019,Total N_0_5,Total N,0_5,0-5,0,5
0,19,max_red,Imagery,max red band,red,max,2004-2019,CCE_0_5,CCE,0_5,0-5,0,5
3,2,max_red,Imagery,max red band,red,max,2004-2019,CCE_100_150,CCE,100_150,100-150,100,150
0,9,max_red,Imagery,max red band,red,max,2004-2019,cf_30_60,cf,30_60,30-60,30,60
0,0,max_red,Imagery,max red band,red,max,2004-2019,clay_100_150,clay,100_150,100-150,100,150
0,0,max_red,Imagery,max red band,red,max,2004-2019,EC_0_5,EC,0_5,0-5,0,5
0,0,max_red,Imagery,max red band,red,max,2004-2019,Na_100_150,Na,100_150,100-150,100,150
0,50,max_red,Imagery,max red band,red,max,2004-2019,Na_15_30,Na,15_30,15-30,15,30
0,0,max_red,Imagery,max red band,red,max,2004-2019,P_Bray_100_150,Bray P,100_150,100-150,100,150
0,0,max_red,Imagery,max red band,red,max,2004-2019,pH_150_200,pH,150_200,150-200,150,200
0,0,max_red,Imagery,max red band,red,max,2004-2019,sand_150_200,sand,150_200,150-200,150,200
